complaint_id,txn_id,user_id,merchant_id,disputed_amount,reason_code,reason_category,complaint_text,resolution_status,severity,channel,reported_timestamp,transaction_timestamp,bank_response_timestamp,disputed_amount_missing,disputed_amount_negative,txn_id_missing,reported_ts_missing,txn_ts_missing,bank_response_missing,reported_before_txn,complaint_id_duplicate
CBK0001331,,USR92614,MCH9178,4117.99,double debit,DUPLICATE_DEBIT,Payment made to unknown merchant as per cust statement.,RESOLVED,CRITICAL,CALL_CENTER,2026-03-16 00:00:00,,2026-04-08 00:00:00,False,False,True,False,True,False,False,False
CBK0002755,TXN00002471,USR90893,MCH8779,2207.71,scam,FRAUD,User says UPI PIN was not entered by them.,CLOSED,HIGH,IVR,2026-01-25 17:24:58,2026-01-24 22:24:58,2026-02-24 00:00:00,False,False,False,False,False,False,False,False
CBK0000770,TXN00051555,USR56287,MCH8779,2417.43,item not received,SERVICE_NOT_DELIVERED,User reports money deducted but merchant denies receiving payment.,CLOSED,HIGH,CHATBOT,2026-03-11 00:00:00,2026-03-08 00:00:00,,False,False,False,False,False,True,False,False
CBK0001857,TXN00008788,USR99849,MCH3643,8276.16,fraud,FRAUD,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,MEDIUM,CHATBOT,2026-03-15 00:00:00,2026-03-13 05:35:47,2026-04-02 15:35:47,False,False,False,False,False,False,False,False
CBK0000335,TXN00001134,USR18760,MCH9451,1881.35,Customer Dispute,CUSTOMER_DISPUTE,User reports money deducted but merchant denies receiving payment.,PENDING_BANK,HIGH,IVR,2026-03-17 05:05:00,2026-03-06 21:05:23,2026-04-09 00:00:00,False,False,False,False,False,False,False,False
CBK0000791,TXN00007791,USR24536,MCH6890,1735.16,FRAUD,FRAUD,Suspicious high-value payment disputed by customer.,IN_PROGRESS,LOW,IVR,2026-03-10 00:00:00,,2026-04-01 00:00:00,False,False,False,False,True,False,False,False
CBK0000047,TXN00074133,USR46927,MCH2711,546.0,Wrong Amount,AMOUNT_MISMATCH,User reports money deducted but merchant denies receiving payment.,OPEN,MEDIUM,BRANCH,2026-04-26 00:00:00,2026-03-27 00:00:00,,False,False,False,False,False,True,False,False
CBK0000311,TXN00003364,USR18722,MCH6415,2940.2,Service Not Provided,SERVICE_NOT_DELIVERED,Customer complaint text unclear due to poor call center notes.,CLOSED,LOW,CHATBOT,2026-03-30 00:00:00,2026-03-29 00:00:00,2026-04-26 00:00:00,False,False,False,False,False,False,False,False
CBK0001689,TXN00012952,USR63160,MCH8078,277.65,Duplicate Debit,DUPLICATE_DEBIT,user says upi pin was not entered by them.,PENDING_BANK,LOW,CHATBOT,2026-01-11 09:46:20,2026-01-09 00:00:00,2026-01-19 09:46:00,False,False,False,False,False,False,False,False
CBK0000132,TXN00016038,USR11624,MCH5300,447.63,merchant service issue,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,CLOSED,HIGH,APP,2026-03-23 00:00:00,2026-03-23 08:28:00,,False,False,False,False,False,True,True,False
CBK0002525,TXN00009115,USR60789,MCH3104,1575.8,scam,FRAUD,customer says amount was debited twice.,OPEN,LOW,CHATBOT,2026-02-14 00:08:00,2026-02-03 23:08:00,,False,False,False,False,False,True,False,False
CBK0001640,TXN00009672,USR72121,MCH4035,478.93,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,CLOSED,LOW,BRANCH,,2026-01-31 00:00:00,,False,False,False,True,False,True,False,False
CBK0000083,TXN00019136,USR46902,MCH4705,264.95,suspicious transaction,FRAUD,Suspicious high-value payment disputed by customer.,OPEN,HIGH,EMAIL,,2026-02-10 00:00:00,2026-02-28 00:00:00,False,False,False,True,False,False,False,False
CBK0001329,TXN00009229,USR61206,MCH8097,1300.37,dispute raised,CUSTOMER_DISPUTE,User says UPI PIN was not entered by them.,CLOSED,HIGH,IVR,2026-03-14 00:00:00,2026-03-06 00:00:00,,False,False,False,False,False,True,False,False
CBK0001763,TXN00006338,USR58810,MCH7667,1656.18,service failed,SERVICE_NOT_DELIVERED,User reports money deducted but merchant denies receiving payment.,OPEN,LOW,CHATBOT,2026-02-24 19:50:25,2026-02-14 00:00:00,2026-02-24 00:00:00,False,False,False,False,False,False,False,False
CBK0000167,TXN00012360,USR86156,MCH2438,-5341.0,dispute raised,CUSTOMER_DISPUTE,User reports money deducted but merchant denies receiving payment.,CLOSED,LOW,BRANCH,2026-02-05 00:00:00,2026-02-01 00:00:00,2026-02-14 00:00:00,False,True,False,False,False,False,False,False
CBK0000505,TXN00000437,USR87914,MCH3324,3962.0,double debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,LOW,IVR,2026-03-09 05:21:00,2026-03-06 00:00:00,2026-03-30 00:00:00,False,False,False,False,False,False,False,False
CBK0001168,TXN00005941,USR56021,MCH1185,8630.24,extra amount deducted,AMOUNT_MISMATCH,Suspicious high-value payment disputed by customer.,IN_PROGRESS,HIGH,EMAIL,2026-03-22 14:23:38,2026-03-06 00:00:00,2026-03-29 00:00:00,False,False,False,False,False,False,False,False
CBK0000796,TXN00007069,USR87558,MCH3466,5834.0,FRAUD,FRAUD,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,RESOLVED,MEDIUM,CHATBOT,2026-02-14 07:25:50,2026-02-19 07:25:50,2026-02-22 00:00:00,False,False,False,False,False,False,True,False
CBK0001930,TXN00000462,USR44849,MCH6811,9759.54,complaint,CUSTOMER_DISPUTE,SUSPICIOUS HIGH-VALUE PAYMENT DISPUTED BY CUSTOMER.,IN_PROGRESS,LOW,IVR,2026-01-10 00:21:21,2026-01-07 17:21:00,2026-01-17 00:00:00,False,False,False,False,False,False,False,False
CBK0001622,TXN00003616,USR88037,MCH2915,5374.95,ATO,ACCOUNT_TAKEOVER,Customer says amount was debited twice.,RESOLVED,LOW,CALL_CENTER,2026-01-09 00:00:00,2026-01-09 00:00:00,,False,False,False,False,False,True,False,False
CBK0000943,TXN00005379,USR79175,MCH8672,318.82,unauthorized_transaction,UNAUTHORIZED,Customer says amount was debited twice. NA,RESOLVED,HIGH,BRANCH,2026-03-20 00:00:00,2026-03-13 00:00:00,2026-04-18 00:00:00,False,False,False,False,False,False,False,False
CBK0000107,TXN00017349,USR51854,MCH2065,1441.68,merchant service issue,SERVICE_NOT_DELIVERED,CUSTOMER COMPLAINT TEXT UNCLEAR DUE TO POOR CALL CENTER NOTES.,CLOSED,MEDIUM,APP,2026-03-15 15:43:00,2026-03-14 00:00:00,2026-03-25 00:00:00,False,False,False,False,False,False,False,False
CBK0001418,TXN00017042,USR71503,MCH7873,1707.0,not delivered,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,RESOLVED,LOW,CHATBOT,2026-01-22 12:51:19,2026-01-14 00:00:00,,False,False,False,False,False,True,False,False
CBK0002054,TXN00014488,USR98293,MCH4980,7101.31,delivery issue,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,CLOSED,MEDIUM,EMAIL,2026-02-01 02:41:16,2026-01-29 03:41:00,2026-02-03 02:41:00,False,False,False,False,False,False,False,False
CBK0000827,TXN00014268,USR35403,MCH2320,1797.0,merchant service issue,SERVICE_NOT_DELIVERED,User says UPI PIN was not entered by them. pls check asap,OPEN,MEDIUM,CHATBOT,2026-03-29 00:00:00,2026-03-26 19:49:23,,False,False,False,False,False,True,False,False
CBK0000915,TXN00012512,USR69408,MCH6683,3164.0,DUP_DEBIT,DUPLICATE_DEBIT,Merchant service was not delivered after payment.,REJECTED,MEDIUM,EMAIL,2026-03-18 00:00:00,2026-03-16 00:00:00,,False,False,False,False,False,True,False,False
CBK0000780,TXN00003784,USR91599,MCH2065,3118.57,suspicious transaction,FRAUD,Customer says transaction was not authorized.,IN_PROGRESS,HIGH,CHATBOT,,2026-03-28 17:20:00,2026-04-12 23:20:37,False,False,False,True,False,False,False,False
CBK0000261,TXN00003908,USR92765,MCH6368,6597.26,not done by me,UNAUTHORIZED,Customer says amount was debited twice.,IN_PROGRESS,CRITICAL,IVR,2026-02-26 00:00:00,2026-02-20 00:00:00,2026-03-06 00:00:00,False,False,False,False,False,False,False,False
CBK0000831,TXN00013412,USR57382,MCH1320,90.88,not delivered,SERVICE_NOT_DELIVERED,User says UPI PIN was not entered by them.,REJECTED,LOW,CHATBOT,2026-01-21 00:00:00,,2026-02-08 00:00:00,False,False,False,False,True,False,False,False
CBK0001025,TXN00015661,USR47242,MCH1664,1840.53,double debit,DUPLICATE_DEBIT,user reports money deducted but merchant denies receiving payment.,OPEN,HIGH,CHATBOT,2026-01-23 11:54:20,2026-01-20 00:00:00,2026-02-06 00:00:00,False,False,False,False,False,False,False,False
CBK0002512,,USR17699,MCH1556,,not delivered,SERVICE_NOT_DELIVERED,Payment made to unknown merchant as per cust statement.,RESOLVED,HIGH,BRANCH,2026-03-17 00:00:00,2026-03-17 01:32:53,2026-04-14 06:32:00,True,False,True,False,False,False,True,False
CBK0000112,TXN00002800,USR33650,MCH4226,9291.46,item not received,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction. urgent,REJECTED,LOW,EMAIL,2026-01-05 00:00:00,2026-01-02 00:00:00,2026-01-15 09:02:47,False,False,False,False,False,False,False,False
CBK0002603,TXN00009920,USR72778,MCH3738,1507.51,Fraud Suspected,FRAUD,Customer complaint text unclear due to poor call center notes.,PENDING_BANK,LOW,IVR,2026-03-07 00:00:00,2026-02-25 00:00:00,2026-03-09 18:15:06,False,False,False,False,False,False,False,False
CBK0000516,TXN00018193,USR63557,MCH3988,-1923.55,Merchant Not Delivered,SERVICE_NOT_DELIVERED,customer says transaction was not authorized.,REJECTED,LOW,APP,2026-01-27 00:00:00,2026-01-24 00:00:00,2026-02-25 00:00:00,False,True,False,False,False,False,False,False
CBK0000005,TXN00018300,USR55340,MCH6657,3125.63,FRAUD,FRAUD,Customer complaint text unclear due to poor call center notes.,IN_PROGRESS,LOW,BRANCH,2026-05-07 00:00:00,2026-03-23 18:36:28,2026-05-18 00:00:00,False,False,False,False,False,False,False,False
CBK0001054,TXN00003450,USR95613,MCH4039,-4925.7,no service,SERVICE_NOT_DELIVERED,Payment made to unknown merchant as per customer statement. details missing,PENDING_BANK,HIGH,IVR,2026-03-19 19:19:00,2026-03-17 00:00:00,,False,True,False,False,False,True,False,False
CBK0001344,TXN00018359,USR13263,MCH6933,333.0,DUP_DEBIT,DUPLICATE_DEBIT,Customer says transaction was not authorized.,IN_PROGRESS,LOW,CHATBOT,,2026-03-20 00:00:00,2026-04-14 15:20:52,False,False,False,True,False,False,False,False
CBK0002380,TXN00007622,USR55947,MCH7385,475.05,scam,FRAUD,Payment made to unknown merchant as per customer statement.,OPEN,MEDIUM,APP,2026-04-02 00:00:00,2026-03-30 00:00:00,,False,False,False,False,False,True,False,False
CBK0000608,,USR89430,MCH6891,947.39,merchant service issue,SERVICE_NOT_DELIVERED,Customer complaint text unclear due to poor call center notes.,REJECTED,LOW,APP,2026-03-05 00:00:00,2026-03-03 00:00:00,,False,False,True,False,False,True,False,False
CBK0001080,TXN00014582,USR75735,MCH7856,,unauthorized_transaction,UNAUTHORIZED,User claims account was compromised before transaction.,IN_PROGRESS,HIGH,APP,2026-04-02 00:00:00,2026-03-29 00:00:00,2026-04-11 00:00:00,True,False,False,False,False,False,False,False
CBK0000624,TXN00000969,USR81017,MCH1148,6622.0,Customer Dispute,CUSTOMER_DISPUTE,Customer says amount was debited twice.,IN_PROGRESS,MEDIUM,CHATBOT,2026-04-19 00:00:00,2026-03-19 07:40:40,2026-05-07 00:00:00,False,False,False,False,False,False,False,False
CBK0002760,TXN00016683,USR85320,MCH2780,8248.74,complaint,CUSTOMER_DISPUTE,User claims account was compromised before transaction.,CLOSED,MEDIUM,CHATBOT,2026-03-31 00:00:00,2026-03-29 01:37:33,,False,False,False,False,False,True,False,False
CBK0002387,TXN00004951,USR76131,MCH1332,2386.57,not done by me,UNAUTHORIZED,Customer says amount was debited twice.,IN_PROGRESS,HIGH,CALL_CENTER,2026-03-09 21:51:00,2026-03-08 07:51:04,2026-03-11 00:00:00,False,False,False,False,False,False,False,False
CBK0000964,TXN00002933,USR15536,MCH3177,1870.77,login compromised,ACCOUNT_TAKEOVER,User says UPI PIN was not entered by them.,RESOLVED,MEDIUM,BRANCH,2026-01-27 00:00:00,,2026-02-15 00:00:00,False,False,False,False,True,False,False,False
CBK0000137,TXN00005904,USR86701,MCH6915,-953.16,amount mismatch,AMOUNT_MISMATCH,User claims account was compromised before txn.,OPEN,HIGH,CHATBOT,2026-03-31 00:00:00,2026-03-31 22:33:00,,False,True,False,False,False,True,True,False
CBK0000230,TXN00008604,USR33056,MCH2822,-1527.8,Account Takeover,ACCOUNT_TAKEOVER,customer complaint text unclear due to poor call center notes.,PENDING_BANK,HIGH,CHATBOT,2026-02-24 00:00:00,2026-02-21 03:47:49,2026-03-16 00:00:00,False,True,False,False,False,False,False,False
CBK0000451,TXN00007457,USR71070,MCH9291,838.9,complaint,CUSTOMER_DISPUTE,Customer says transaction was not authorized.,IN_PROGRESS,MEDIUM,CHATBOT,2026-02-09 13:18:00,2026-01-10 08:18:00,2026-03-11 00:00:00,False,False,False,False,False,False,False,False
CBK0002674,TXN00007519,USR53527,MCH8779,2490.54,no service,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,REJECTED,LOW,IVR,2026-03-06 00:00:00,2026-03-03 00:00:00,2026-03-06 00:00:00,False,False,False,False,False,False,False,False
CBK0002748,TXN00006778,USR65191,MCH1320,1282.1,Service Not Provided,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,RESOLVED,MEDIUM,CHATBOT,2026-04-02 00:00:00,2026-03-22 00:00:00,2026-04-05 00:00:00,False,False,False,False,False,False,False,False
CBK0002175,TXN00003542,USR95702,MCH6520,1085.0,FRAUD,FRAUD,Customer says transaction was not authorized.,CLOSED,LOW,CHATBOT,2026-03-20 20:30:00,2026-03-18 00:00:00,2026-03-22 20:30:52,False,False,False,False,False,False,False,False
CBK0001676,TXN00013539,USR90288,MCH8203,1619.34,merchant service issue,SERVICE_NOT_DELIVERED,Complaint received after multiple failed attempts.,REJECTED,MEDIUM,APP,2026-02-24 00:00:00,2026-02-09 10:20:56,,False,False,False,False,False,True,False,False
CBK0000753,TXN00011998,USR26558,MCH3100,-1184.71,complaint,CUSTOMER_DISPUTE,Merchant service was not delivered after payment.,REJECTED,LOW,IVR,2026-02-09 00:00:00,2026-01-24 05:54:36,2026-02-17 03:54:36,False,True,False,False,False,False,False,False
CBK0000690,TXN00016173,USR76780,MCH1506,8263.92,dispute raised,CUSTOMER_DISPUTE,User claims account was compromised before transaction.,REJECTED,LOW,CHATBOT,,2026-03-20 00:00:00,,False,False,False,True,False,True,False,False
CBK0001492,TXN00008497,USR96797,MCH9634,316.81,charged twice,DUPLICATE_DEBIT,Merchant service was not delivered after payment.,CLOSED,LOW,APP,2026-02-20 00:00:00,2026-02-18 00:00:00,,False,False,False,False,False,True,False,False
CBK0001022,TXN00016644,USR60881,MCH7777,898.0,fraud,FRAUD,Customer says amount was debited twice.,RESOLVED,HIGH,CHATBOT,2026-01-26 00:00:00,2026-01-21 00:00:00,2026-01-27 00:00:00,False,False,False,False,False,False,False,False
CBK0000930,TXN00014399,USR39029,MCH4790,388.39,delivery issue,SERVICE_NOT_DELIVERED,Customer says transaction was not authorized.,IN_PROGRESS,MEDIUM,APP,2026-03-06 00:00:00,2026-03-04 14:44:00,2026-03-27 15:44:00,False,False,False,False,False,False,False,False
CBK0002331,TXN00009831,USR80038,MCH3995,2727.04,account hacked,ACCOUNT_TAKEOVER,Merchant service was not delivered after payment.,IN_PROGRESS,MEDIUM,APP,2026-01-09 00:00:00,2026-01-08 00:00:00,2026-02-03 00:00:00,False,False,False,False,False,False,False,False
CBK0002057,TXN00004888,USR31743,MCH9344,1625.15,Service Not Provided,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,PENDING_BANK,CRITICAL,CALL_CENTER,2026-04-01 00:00:00,2026-03-31 00:00:00,2026-04-28 00:00:00,False,False,False,False,False,False,False,False
CBK0001465,TXN00004507,USR77990,MCH9291,2320.0,delivery issue,SERVICE_NOT_DELIVERED,Merchant service was not delivered after payment.,OPEN,MEDIUM,BRANCH,2026-01-21 00:00:00,2026-01-21 00:00:00,,False,False,False,False,False,True,False,False
CBK0000658,TXN00005761,USR70617,MCH5954,3582.63,Service Not Provided,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,OPEN,LOW,IVR,2026-03-18 06:34:15,2026-03-10 21:34:00,2026-03-18 06:34:15,False,False,False,False,False,False,False,False
CBK0000712,TXN00007650,USR28000,MCH5690,316.55,item not received,SERVICE_NOT_DELIVERED,user reports money deducted but merchant denies receiving payment.,REJECTED,HIGH,CHATBOT,2026-03-25 00:00:00,2026-03-23 00:00:00,2026-04-06 00:03:10,False,False,False,False,False,False,False,False
CBK0001067,TXN00000175,USR32382,MCH4962,1092.58,amount mismatch,AMOUNT_MISMATCH,Merchant service was not delivered after payment.,RESOLVED,HIGH,IVR,2026-03-10 00:00:00,2026-02-23 00:00:00,2026-04-07 00:00:00,False,False,False,False,False,False,False,False
CBK0001242,TXN00014086,USR37902,MCH3159,3184.9,charged twice,DUPLICATE_DEBIT,Complaint received after multiple failed attempts.,REJECTED,MEDIUM,EMAIL,2026-04-01 00:00:00,2026-03-29 00:00:00,2026-04-25 00:00:00,False,False,False,False,False,False,False,False
CBK0000156,TXN00018659,USR96218,MCH5609,4959.68,DUP_DEBIT,DUPLICATE_DEBIT,Payment made to unknown merchant as per customer statement. details missing,RESOLVED,CRITICAL,BRANCH,2026-02-21 00:00:00,2026-02-15 00:00:00,2026-03-05 09:55:18,False,False,False,False,False,False,False,False
CBK0002682,TXN00000762,USR34180,MCH9565,1083.4,DUP_DEBIT,DUPLICATE_DEBIT,payment made to unknown merchant as per customer statement.,RESOLVED,HIGH,IVR,2026-02-21 00:00:00,,,False,False,False,False,True,True,False,False
CBK0001336,TXN00004804,USR40908,MCH2509,12097.84,Unauthorized Transaction,UNAUTHORIZED,Merchant service was not delivered after payment.,CLOSED,HIGH,CHATBOT,2026-01-08 00:00:00,2026-01-06 06:55:18,2026-01-14 01:55:18,False,False,False,False,False,False,False,False
CBK0002092,TXN00011140,USR70317,MCH3807,1790.94,Service Not Provided,SERVICE_NOT_DELIVERED,User claims account was compromised before transaction.,PENDING_BANK,MEDIUM,APP,2026-01-19 00:00:00,2026-01-19 00:00:00,,False,False,False,False,False,True,False,False
CBK0001282,TXN00032415,USR99611,MCH2266,23005.71,no service,SERVICE_NOT_DELIVERED,User says UPI PIN was not entered by them.,REJECTED,MEDIUM,CHATBOT,2026-02-24 00:00:00,2026-02-23 00:00:00,2026-03-07 00:00:00,False,False,False,False,False,False,False,False
CBK0000168,TXN00010651,USR97772,MCH4642,,not done by me,UNAUTHORIZED,Suspicious high-value payment disputed by customer.,PENDING_BANK,HIGH,CHATBOT,2026-02-03 00:00:00,2026-01-19 00:00:00,2026-03-03 13:11:35,True,False,False,False,False,False,False,False
CBK0001926,TXN00019983,USR24168,MCH3909,8084.93,Duplicate Debit,DUPLICATE_DEBIT,User says UPI PIN was not entered by them.,REJECTED,HIGH,BRANCH,2026-04-01 00:00:00,2026-03-16 23:25:39,2026-05-01 00:00:00,False,False,False,False,False,False,False,False
CBK0002727,TXN00004731,USR24341,MCH1965,1385.0,account hacked,ACCOUNT_TAKEOVER,Customer says amount was debited twice.,REJECTED,HIGH,EMAIL,2026-03-21 00:00:00,2026-03-20 00:00:00,2026-03-25 00:00:00,False,False,False,False,False,False,False,False
CBK0000532,TXN00006252,USR15564,MCH6116,408.0,incorrect amount,AMOUNT_MISMATCH,merchant service was not delivered after payment.,IN_PROGRESS,HIGH,BRANCH,2026-01-22 00:00:00,2026-01-21 15:31:58,,False,False,False,False,False,True,False,False
CBK0001089,TXN00006872,USR78604,MCH7810,,Merchant Not Delivered,SERVICE_NOT_DELIVERED,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,LOW,IVR,2026-01-21 00:00:00,2026-01-05 00:00:00,2026-01-21 00:00:00,True,False,False,False,False,False,False,False
CBK0000635,TXN00003242,USR34180,MCH2159,1561.56,amount mismatch,AMOUNT_MISMATCH,suspicious high-value payment disputed by customer.,CLOSED,LOW,BRANCH,,2026-03-22 00:00:00,,False,False,False,True,False,True,False,False
CBK0000650,TXN00004880,USR34311,MCH2209,-512.66,unauthorized_transaction,UNAUTHORIZED,Customer complaint text unclear due to poor call center notes.,REJECTED,CRITICAL,BRANCH,2026-02-23 00:00:00,2026-02-21 00:00:00,,False,True,False,False,False,True,False,False
CBK0001889,TXN00013593,USR10480,MCH7251,792.99,login compromised,ACCOUNT_TAKEOVER,User reports money deducted but merchant denies receiving payment. pls check asap,OPEN,MEDIUM,IVR,2026-02-01 00:00:00,2026-01-29 11:28:25,2026-02-01 00:28:00,False,False,False,False,False,False,False,False
CBK0002662,TXN00001805,USR29306,MCH5624,692.55,complaint,CUSTOMER_DISPUTE,Suspicious high-value payment disputed by customer.,REJECTED,MEDIUM,CHATBOT,2026-01-21 00:00:00,2026-01-20 00:00:00,2026-02-18 00:00:00,False,False,False,False,False,False,False,False
CBK0000123,TXN00016267,USR85507,MCH6810,1756.0,not done by me,UNAUTHORIZED,User claims account was compromised before transaction.,RESOLVED,HIGH,BRANCH,2026-03-07 00:00:00,2026-02-05 00:00:00,,False,False,False,False,False,True,False,False
CBK0000629,TXN00003543,USR61351,MCH4181,15742.98,charged twice,DUPLICATE_DEBIT,User claims account was compromised before transaction.,RESOLVED,LOW,CHATBOT,2026-01-19 08:05:34,2026-01-15 11:05:00,2026-02-09 08:05:00,False,False,False,False,False,False,False,False
CBK0001701,TXN00006191,USR79175,MCH8752,426.17,customer issue,CUSTOMER_DISPUTE,Customer says amount was debited twice. pls check asap,PENDING_BANK,LOW,CALL_CENTER,2026-02-26 19:14:05,2026-02-25 00:00:00,2026-03-01 00:00:00,False,False,False,False,False,False,False,False
CBK0001491,TXN00017193,USR16478,MCH4709,2406.17,not done by me,UNAUTHORIZED,payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,IVR,2026-04-03 00:00:00,2026-03-31 00:00:00,2026-04-27 00:00:00,False,False,False,False,False,False,False,False
CBK0002256,TXN00009782,USR19885,MCH8154,6347.69,not done by me,UNAUTHORIZED,Merchant service was not delivered after payment. NA,IN_PROGRESS,HIGH,IVR,2026-03-22 00:00:00,2026-03-17 00:00:00,2026-04-21 00:00:00,False,False,False,False,False,False,False,False
CBK0000187,TXN00008581,USR85112,MCH9415,-562.07,dispute raised,CUSTOMER_DISPUTE,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,IVR,2026-02-28 07:16:11,2026-02-25 00:00:00,,False,True,False,False,False,True,False,False
CBK0001359,TXN00003338,USR91595,MCH3957,8032.32,login compromised,ACCOUNT_TAKEOVER,Payment made to unknown merchant as per customer statement.,IN_PROGRESS,MEDIUM,IVR,2026-02-18 08:19:43,2026-02-16 15:19:43,,False,False,False,False,False,True,False,False
CBK0002132,TXN00011912,USR73010,MCH4590,2559.27,UNAUTHORISED,UNAUTHORIZED,USER CLAIMS ACCOUNT WAS COMPROMISED BEFORE TRANSACTION.,CLOSED,LOW,CALL_CENTER,2026-03-29 00:00:00,,2026-04-28 00:00:00,False,False,False,False,True,False,False,False
CBK0001583,TXN00015176,USR41858,MCH3750,519.74,fraud,FRAUD,Customer says amount was debited twice.,IN_PROGRESS,CRITICAL,EMAIL,,2026-03-19 00:00:00,2026-04-03 11:07:00,False,False,False,True,False,False,False,False
CBK0001503,TXN00007523,USR30103,MCH7139,2702.06,delivery issue,SERVICE_NOT_DELIVERED,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,RESOLVED,MEDIUM,APP,2026-02-20 00:00:00,2026-02-14 10:06:00,2026-03-12 09:06:00,False,False,False,False,False,False,False,False
CBK0000859,TXN00018489,USR33856,MCH5110,267.92,FRAUD,FRAUD,User claims account was compromised before transaction. NA,RESOLVED,HIGH,EMAIL,2026-02-14 19:21:00,2026-02-10 23:21:44,,False,False,False,False,False,True,False,False
CBK0002080,TXN00006502,USR17290,MCH6230,-1120.78,incorrect amount,AMOUNT_MISMATCH,Suspicious high-value payment disputed by cust.,OPEN,CRITICAL,CHATBOT,2026-01-16 00:00:00,2026-01-13 00:00:00,,False,True,False,False,False,True,False,False
CBK0002570,TXN00001810,USR35882,MCH8953,6930.0,Account Takeover,ACCOUNT_TAKEOVER,Suspicious high-value payment disputed by cust.,REJECTED,LOW,CALL_CENTER,2026-02-06 00:00:00,2026-02-04 00:00:00,2026-03-04 00:00:00,False,False,False,False,False,False,False,False
CBK0001989,TXN00003059,USR39665,MCH4473,3807.73,service failed,SERVICE_NOT_DELIVERED,Customer says amount was debited twice.,RESOLVED,HIGH,IVR,2026-02-08 00:00:00,2026-02-06 23:35:35,2026-02-15 00:00:00,False,False,False,False,False,False,False,False
CBK0000603,TXN00004425,USR95812,MCH6075,1305.0,not done by me,UNAUTHORIZED,Payment made to unknown merchant as per customer statement.,RESOLVED,HIGH,CHATBOT,2026-03-01 00:00:00,2026-02-27 02:24:00,2026-03-12 00:00:00,False,False,False,False,False,False,False,False
CBK0000334,TXN00015310,USR19151,MCH8434,3904.6,delivery issue,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by customer.,IN_PROGRESS,LOW,CHATBOT,2026-03-17 20:51:47,2026-03-07 11:51:47,,False,False,False,False,False,True,False,False
CBK0001136,TXN00008134,USR44953,MCH2383,388.91,suspicious transaction,FRAUD,USER REPORTS MONEY DEDUCTED BUT MERCHANT DENIES RECEIVING PAYMENT.,RESOLVED,MEDIUM,CHATBOT,2026-02-07 13:04:31,2026-02-05 00:00:00,2026-02-13 00:00:00,False,False,False,False,False,False,False,False
CBK0000404,TXN00007870,USR76645,MCH7161,1860.61,Duplicate Debit,DUPLICATE_DEBIT,User reports money deducted but merchant denies receiving payment.,IN_PROGRESS,HIGH,EMAIL,2026-02-05 18:07:51,2026-01-28 00:00:00,2026-02-17 18:07:00,False,False,False,False,False,False,False,False
CBK0002404,TXN00001110,USR78155,MCH9798,-1498.49,item not received,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by customer.,OPEN,HIGH,APP,2026-03-14 07:44:57,2026-03-12 00:00:00,,False,True,False,False,False,True,False,False
CBK0001323,TXN00006391,USR57255,MCH5076,9215.86,fraud,FRAUD,user says upi pin was not entered by them.,RESOLVED,MEDIUM,IVR,2026-01-12 00:11:00,2026-01-11 00:00:00,2026-01-15 00:00:00,False,False,False,False,False,False,False,False
CBK0002176,,USR69196,MCH8627,1168.54,service failed,SERVICE_NOT_DELIVERED,Suspicious high-value payment disputed by cust.,CLOSED,HIGH,EMAIL,2026-01-14 00:00:00,,2026-01-14 12:57:00,False,False,True,False,True,False,False,False
CBK0001840,TXN00009647,USR97772,MCH5655,878.05,charged twice,DUPLICATE_DEBIT,Customer says amount was debited twice.,REJECTED,HIGH,BRANCH,2026-02-22 00:00:00,2026-02-07 00:00:00,2026-02-26 00:00:00,False,False,False,False,False,False,False,False
CBK0001888,TXN00004061,USR77659,MCH4909,2090.0,customer issue,CUSTOMER_DISPUTE,Customer says transaction was not authorized.,CLOSED,LOW,IVR,2026-03-12 18:31:00,2026-02-10 00:00:00,2026-04-09 00:00:00,False,False,False,False,False,False,False,False
CBK0001647,TXN00094322,USR55487,MCH7879,2530.5,item not received,SERVICE_NOT_DELIVERED,Customer says transaction was not authorized.,REJECTED,MEDIUM,EMAIL,2026-03-29 00:00:00,2026-03-26 07:27:17,2026-03-31 00:00:00,False,False,False,False,False,False,False,False
